customer_id,segment,country,is_enterprise,acquisition_source,true_signup_date,subscription_id,subscription_start_date,end_date,monthly_price,subscription_status,activated,churned,trial_start,life_cycle_stage,subscription_end_date
C0225,Mid-Market,UK,False,organic,2023-01-07,S00215,2023-03-13,,99.0,active,2023-01-20,,2023-01-18,Paid,
C0226,Unknown,AU,False,ads,2023-02-06,S00216,2023-03-18,,49.0,active,2023-04-04,,2023-03-30,Paid,
C0227,Mid-Market,AU,False,organic,2023-01-04,S00217,2023-01-13,2023-02-28,149.0,canceled,,2023-04-21,2023-03-04,Churned,2023-04-21
C0228,SMB,CA,False,outbound,2023-01-18,S00218,2023-01-18,,99.0,active,2023-02-04,,2023-02-02,Paid,
C0229,SMB,DE,False,organic,2023-01-26,S00219,2023-03-18,,99.0,active,,2023-04-30,,Churned,2023-04-30
C0230,Mid-Market,DE,False,outbound,2023-01-25,S00220,2023-02-19,,299.0,active,,2023-03-12,2023-01-26,Churned,2023-03-12
C0231,Enterprise,DE,True,organic,2023-01-05,S00221,2023-03-30,,699.0,active,2023-01-07,,2023-01-06,Paid,
C0232,Mid-Market,DE,False,ads,2023-01-07,S00222,2023-03-12,,499.0,active,,,2023-01-08,Paid,
C0233,Mid-Market,CA,False,outbound,2023-02-13,S00223,2023-03-25,,499.0,active,2023-02-15,,2023-02-14,Paid,
C0234,SMB,UK,False,referral,2023-01-18,S00224,2023-03-28,,99.0,active,2023-02-20,,2023-02-17,Paid,
C0235,Enterprise,CA,True,outbound,2023-01-06,S00225,2023-02-26,,49.0,active,2023-01-10,,2023-01-07,Paid,
C0236,Enterprise,AU,True,ads,2023-01-01,S00226,2023-02-15,,99.0,active,,,,Paid,
C0237,Unknown,IN,False,referral,2023-01-15,S00227,2023-02-25,,149.0,active,2023-01-18,,2023-01-16,Paid,
C0238,Enterprise,UK,True,referral,2023-03-03,,,,,,,2023-06-04,2023-03-18,Churned,
C0239,Unknown,DE,False,ads,2023-01-14,S00228,2023-03-13,,149.0,active,,2023-04-29,,Churned,2023-04-29
C0240,Mid-Market,CA,False,outbound,2023-01-22,S00229,2023-01-22,,499.0,active,,2023-05-04,,Churned,2023-05-04
C0241,SMB,UK,False,referral,2023-01-16,S00230,2023-01-16,2023-03-12,49.0,canceled,,2023-03-29,,Churned,2023-03-29
C0242,Unknown,DE,False,ads,2023-01-17,S00231,2023-03-07,,49.0,active,2023-01-23,,2023-01-18,Paid,
C0243,Mid-Market,DE,False,referral,2023-01-16,S00232,2023-01-16,2023-03-26,79.0,canceled,2023-03-04,,2023-02-28,Churned,2023-03-26
C0244,Enterprise,US,True,ads,2023-01-17,S00233,2023-02-24,,79.0,active,2023-01-24,,2023-01-23,Paid,
C0245,SMB,CA,False,ads,2023-01-22,S00234,2023-01-22,2023-04-15,79.0,canceled,,,,Churned,2023-04-15
C0246,Mid-Market,DE,False,ads,2023-01-02,S00235,2023-03-31,,99.0,active,2023-01-27,,2023-01-23,Paid,
C0247,SMB,DE,False,referral,2023-01-20,S00236,2023-03-16,,299.0,active,2023-01-29,,2023-01-28,Paid,
C0248,Enterprise,CA,True,organic,2023-02-03,,,,,,2023-03-09,,2023-03-07,Activated,
C0249,SMB,UK,False,referral,2023-01-28,S00237,2023-01-28,,149.0,active,2023-03-16,2023-04-29,2023-03-13,Churned,2023-04-29
C0250,Unknown,UK,False,referral,2023-01-18,S00238,2023-03-19,,499.0,active,,,,Paid,
C0251,SMB,CA,False,outbound,2023-01-27,S00239,2023-02-19,,79.0,active,2023-02-02,,2023-01-28,Paid,
C0252,Enterprise,IN,True,referral,2023-01-11,S00240,2023-02-21,,79.0,active,,,,Paid,
C0253,SMB,AU,False,outbound,2023-01-23,S00241,2023-01-23,,149.0,active,,,2023-02-23,Paid,
C0254,Unknown,IN,False,ads,2023-01-13,S00242,2023-03-09,,149.0,active,,2023-03-19,,Churned,2023-03-19
C0255,SMB,UK,False,ads,2023-01-04,S00243,2023-02-12,,699.0,active,,,2023-03-31,Paid,
C0256,Enterprise,UK,True,outbound,2023-02-07,S00245,2023-02-27,,149.0,active,2023-03-03,2023-04-26,2023-02-27,Churned,2023-04-26
C0257,Unknown,CA,False,organic,2023-02-01,S00246,2023-03-29,,149.0,active,2023-02-22,2023-04-10,2023-02-18,Churned,2023-04-10
C0258,Mid-Market,IN,False,outbound,2023-01-24,S00247,2023-03-27,2023-06-13,699.0,canceled,,,,Churned,2023-06-13
C0259,Mid-Market,DE,False,ads,2023-02-09,,,,,,2023-02-15,2023-03-29,2023-02-10,Churned,
C0260,Mid-Market,DE,False,ads,2023-01-19,S00248,2023-04-03,,499.0,active,,,,Paid,
C0261,Enterprise,AU,True,ads,2023-02-27,S00249,2023-02-27,2023-04-02,79.0,canceled,,2023-04-20,,Churned,2023-04-20
C0262,Unknown,UK,False,organic,2023-01-20,S00250,2023-01-20,,299.0,active,,,,Paid,
C0263,SMB,DE,False,ads,2023-01-17,S00251,2023-03-09,2023-04-09,79.0,canceled,2023-01-23,2023-02-17,2023-01-18,Churned,2023-02-17
C0264,Enterprise,AU,True,ads,2023-03-11,S00252,2023-03-15,2023-04-20,99.0,canceled,,2023-06-10,2023-03-12,Churned,2023-06-10
C0265,Enterprise,DE,True,organic,2023-01-21,S00253,2023-03-03,,79.0,active,2023-01-27,,2023-01-22,Paid,
C0266,Unknown,DE,False,ads,2023-01-03,S00254,2023-02-02,,99.0,active,2023-01-09,,2023-01-04,Paid,
C0267,Enterprise,CA,True,organic,2023-01-19,S00255,2023-02-22,,699.0,active,2023-01-24,2023-05-12,2023-01-20,Churned,2023-05-12
C0268,Enterprise,US,True,referral,2023-01-24,S00257,2023-01-24,2023-04-13,149.0,canceled,,,2023-01-30,Churned,2023-04-13
C0269,Unknown,UK,False,ads,2023-03-04,S00258,2023-03-07,2023-06-02,699.0,canceled,2023-03-08,,2023-03-05,Churned,2023-06-02
C0270,SMB,CA,False,referral,2023-01-16,S00259,2023-02-23,,49.0,active,,2023-02-20,,Churned,2023-02-20
C0271,Mid-Market,CA,False,outbound,2023-01-23,S00260,2023-02-24,,149.0,active,2023-01-28,2023-05-18,2023-01-24,Churned,2023-05-18
C0272,Mid-Market,CA,False,referral,2023-01-29,,,,,,2023-03-26,,2023-03-22,Activated,
C0273,Mid-Market,AU,False,referral,2023-01-10,S00261,2023-01-18,,79.0,active,,,,Paid,
C0274,SMB,UK,False,outbound,2023-02-10,S00262,2023-02-14,,79.0,active,,,2023-02-11,Paid,
C0275,Enterprise,AU,True,ads,2023-01-05,S00263,2023-03-17,,99.0,active,,,,Paid,
C0276,Enterprise,AU,True,ads,2023-02-07,S00264,2023-02-21,,699.0,active,2023-02-15,,2023-02-12,Paid,
C0277,Mid-Market,CA,False,organic,2023-01-26,,,,,,,2023-07-21,2023-03-31,Churned,
C0278,Enterprise,IN,True,outbound,2023-02-16,S00265,2023-03-02,,79.0,active,2023-02-25,,2023-02-20,Paid,
C0279,Enterprise,AU,True,outbound,2023-02-19,S00266,2023-02-25,,49.0,active,,,,Paid,
C0280,Unknown,US,False,outbound,2023-01-15,S00267,2023-04-04,,299.0,active,2023-04-02,,2023-04-01,Paid,
C0281,Unknown,CA,False,organic,2023-01-18,S00268,2023-02-06,2023-03-13,499.0,canceled,2023-01-21,,2023-01-19,Churned,2023-03-13
C0282,SMB,UK,False,outbound,2023-02-20,S00269,2023-03-27,2023-05-18,499.0,canceled,,2023-05-09,,Churned,2023-05-09
C0283,Enterprise,AU,True,ads,2023-01-18,S00270,2023-03-15,,79.0,active,2023-01-20,,2023-01-19,Paid,
C0284,Unknown,AU,False,organic,2023-02-03,S00271,2023-03-18,,699.0,active,2023-02-22,,2023-02-18,Paid,
C0285,Mid-Market,DE,False,outbound,2023-01-04,S00272,2023-01-30,2023-03-25,99.0,canceled,2023-01-06,,2023-01-05,Churned,2023-03-25
C0286,Enterprise,CA,True,organic,2023-01-20,S00273,2023-02-07,,149.0,active,2023-01-26,,2023-01-21,Paid,
C0287,Unknown,AU,False,referral,2023-01-09,S00274,2023-03-16,,79.0,active,,,2023-03-03,Paid,
C0288,SMB,IN,False,referral,2023-01-15,S00275,2023-02-16,,99.0,active,,2023-03-08,,Churned,2023-03-08
C0289,SMB,UK,False,outbound,2023-01-02,S00276,2023-03-17,2023-05-19,79.0,canceled,,,2023-01-03,Churned,2023-05-19
C0290,SMB,IN,False,referral,2023-01-15,S00277,2023-02-08,,149.0,active,,,,Paid,
C0291,Unknown,DE,False,outbound,2023-01-18,S00279,2023-02-23,,49.0,active,,2023-04-02,2023-02-05,Churned,2023-04-02
C0292,Unknown,CA,False,organic,2023-03-21,S00280,2023-03-26,2023-06-10,49.0,canceled,,,2023-03-22,Churned,2023-06-10
C0293,Unknown,AU,False,ads,2023-01-20,S00281,2023-03-15,,79.0,active,,,2023-03-31,Paid,
C0294,Unknown,UK,False,outbound,2023-01-07,S00282,2023-03-17,2023-05-04,99.0,canceled,2023-01-09,2023-03-24,2023-01-08,Churned,2023-03-24
C0295,Enterprise,IN,True,referral,2023-01-04,S00283,2023-02-16,2023-04-20,499.0,canceled,2023-01-07,,2023-01-05,Churned,2023-04-20
C0296,Enterprise,US,True,referral,2023-01-22,S00284,2023-01-22,2023-02-23,79.0,canceled,2023-01-29,2023-05-07,2023-01-26,Churned,2023-05-07
C0297,Enterprise,US,True,ads,2023-01-30,S00285,2023-01-30,2023-04-06,499.0,canceled,2023-03-16,,2023-03-15,Churned,2023-04-06
C0298,SMB,DE,False,ads,2023-01-25,S00286,2023-03-31,,299.0,active,,,,Paid,
C0299,SMB,US,False,referral,2023-01-28,S00287,2023-02-21,2023-05-07,49.0,canceled,,,,Churned,2023-05-07
C0300,Mid-Market,CA,False,ads,2023-02-01,S00288,2023-02-01,,699.0,active,,2023-04-02,,Churned,2023-04-02
C0301,Mid-Market,CA,False,ads,2023-01-13,S00289,2023-01-13,,499.0,active,,2023-05-06,2023-03-18,Churned,2023-05-06
C0302,Enterprise,IN,True,outbound,2023-01-30,S00290,2023-02-22,,49.0,active,,2023-05-27,,Churned,2023-05-27
C0303,SMB,UK,False,outbound,2023-01-11,S00291,2023-01-11,,699.0,active,,2023-07-01,,Churned,2023-07-01
C0304,Mid-Market,CA,False,referral,2023-01-19,,,,,,2023-03-04,2023-06-24,2023-02-28,Churned,
C0305,SMB,AU,False,organic,2023-01-23,,,,,,2023-02-03,,2023-02-01,Activated,
C0306,SMB,UK,False,organic,2023-01-13,S00292,2023-02-04,,79.0,active,,,2023-01-14,Paid,
C0307,Enterprise,US,True,ads,2023-01-31,S00293,2023-03-19,,79.0,active,,2023-05-09,2023-03-06,Churned,2023-05-09
C0308,Mid-Market,AU,False,referral,2023-01-07,S00294,2023-01-19,,299.0,active,,,2023-02-16,Paid,
C0309,SMB,DE,False,organic,2023-01-15,S00295,2023-04-01,,49.0,active,,,2023-02-03,Paid,
C0310,SMB,DE,False,organic,2023-01-06,S00296,2023-02-26,,499.0,active,2023-01-12,,2023-01-07,Paid,
C0311,SMB,AU,False,outbound,2023-02-26,,,,,,,,,Signup,
C0312,Enterprise,DE,True,referral,2023-01-11,S00297,2023-02-20,,299.0,active,2023-01-13,,2023-01-12,Paid,
C0313,SMB,DE,False,ads,2023-01-04,S00298,2023-02-22,,499.0,active,2023-02-03,,2023-02-02,Paid,
C0314,SMB,DE,False,outbound,2023-02-24,S00299,2023-03-24,2023-05-27,79.0,canceled,2023-03-19,,2023-03-15,Churned,2023-05-27
C0315,SMB,US,False,referral,2023-02-26,S00300,2023-03-17,,99.0,active,,2023-04-23,2023-03-02,Churned,2023-04-23
C0316,SMB,IN,False,ads,2023-01-19,S00301,2023-02-25,2023-03-29,99.0,canceled,2023-02-24,,2023-02-21,Churned,2023-03-29
C0317,Enterprise,DE,True,organic,2023-01-28,S00302,2023-03-13,2023-06-07,99.0,canceled,2023-01-30,,2023-01-29,Churned,2023-06-07
C0318,Enterprise,DE,True,organic,2023-01-19,S00303,2023-02-03,2023-03-25,49.0,canceled,2023-01-25,,2023-01-20,Churned,2023-03-25
C0319,SMB,AU,False,ads,2023-02-16,S00304,2023-04-04,,299.0,active,,2023-04-14,,Churned,2023-04-14
C0320,Mid-Market,DE,False,ads,2023-03-20,S00305,2023-03-20,2023-04-21,149.0,canceled,2023-04-01,2023-06-18,2023-03-30,Churned,2023-06-18
C0321,Unknown,UK,False,ads,2023-01-23,S00306,2023-01-23,,299.0,active,2023-02-11,,2023-02-09,Paid,
C0322,Unknown,AU,False,referral,2023-01-24,S00307,2023-02-13,2023-04-09,299.0,canceled,,,2023-01-25,Churned,2023-04-09
C0323,Enterprise,AU,True,referral,2023-01-22,,,,,,,,,Signup,
C0324,Unknown,US,False,outbound,2023-01-20,S00308,2023-02-16,,79.0,active,,,,Paid,
C0325,SMB,DE,False,ads,2023-01-11,S00309,2023-04-05,,49.0,active,2023-03-19,,2023-03-14,Paid,
C0326,Mid-Market,CA,False,referral,2023-02-17,S00310,2023-03-20,,699.0,active,,,,Paid,
C0327,Enterprise,AU,True,referral,2023-01-02,S00311,2023-02-19,,149.0,active,2023-01-06,2023-04-28,2023-01-03,Churned,2023-04-28
C0328,Unknown,AU,False,organic,2023-02-03,S00312,2023-02-04,,699.0,active,2023-02-06,,2023-02-04,Paid,
C0329,Enterprise,UK,True,ads,2023-01-05,S00313,2023-03-27,,99.0,active,,,,Paid,
C0330,Mid-Market,IN,False,outbound,2023-03-06,S00314,2023-03-19,2023-05-20,499.0,canceled,,,2023-03-19,Churned,2023-05-20
C0331,SMB,UK,False,ads,2023-01-12,S00315,2023-01-12,,149.0,active,,,2023-02-18,Paid,
C0332,SMB,UK,False,ads,2023-02-17,S00316,2023-03-20,,79.0,active,,,,Paid,
C0333,SMB,CA,False,referral,2023-01-24,S00317,2023-01-24,2023-02-28,149.0,canceled,,,2023-02-16,Churned,2023-02-28
C0334,Enterprise,US,True,outbound,2023-01-12,S00318,2023-01-12,,99.0,active,2023-03-06,,2023-03-01,Paid,
C0335,Enterprise,UK,True,referral,2023-03-26,S00319,2023-04-05,2023-05-13,149.0,canceled,2023-04-01,,2023-03-27,Churned,2023-05-13
C0336,Mid-Market,CA,False,ads,2023-01-12,S00320,2023-03-09,,299.0,active,,,2023-01-13,Paid,
C0337,Mid-Market,AU,False,organic,2023-01-09,S00321,2023-03-14,2023-04-17,99.0,canceled,,,,Churned,2023-04-17
C0338,SMB,AU,False,ads,2023-01-04,S00322,2023-02-16,,299.0,active,2023-03-27,,2023-03-24,Paid,
C0339,Unknown,DE,False,outbound,2023-01-29,S00323,2023-03-01,,79.0,active,2023-02-03,,2023-01-30,Paid,
C0340,Enterprise,AU,True,referral,2023-01-09,S00324,2023-01-09,,79.0,active,,,,Paid,
C0341,SMB,US,False,organic,2023-01-01,S00325,2023-03-03,,149.0,active,,,,Paid,
C0342,SMB,AU,False,referral,2023-01-31,S00327,2023-01-31,,79.0,active,,,,Paid,
C0343,Unknown,DE,False,organic,2023-01-20,S00328,2023-01-20,,79.0,active,,,,Paid,
C0344,Enterprise,IN,True,ads,2023-01-04,,,,,,,,2023-01-05,Trial,
C0345,Enterprise,DE,True,referral,2023-01-15,S00329,2023-02-11,2023-04-26,699.0,canceled,2023-02-18,,2023-02-13,Churned,2023-04-26
C0346,Unknown,CA,False,outbound,2023-03-04,S00330,2023-03-04,,99.0,active,,,,Paid,
C0347,Mid-Market,DE,False,organic,2023-01-06,S00331,2023-02-01,,699.0,active,,,2023-01-18,Paid,
C0348,SMB,IN,False,referral,2023-01-08,S00332,2023-01-24,,499.0,active,,2023-04-22,2023-03-09,Churned,2023-04-22
C0349,Mid-Market,UK,False,organic,2023-01-28,S00334,2023-03-31,,99.0,active,,2023-06-01,,Churned,2023-06-01
C0350,SMB,DE,False,outbound,2023-01-12,S00335,2023-04-05,,49.0,active,,,2023-01-13,Paid,
C0351,Mid-Market,DE,False,ads,2023-01-23,,,,,,,2023-06-07,,Churned,
C0352,Enterprise,US,True,ads,2023-01-17,S00336,2023-03-31,,699.0,active,,2023-05-10,2023-01-18,Churned,2023-05-10
C0353,Unknown,US,False,outbound,2023-01-06,S00337,2023-01-19,2023-04-14,499.0,canceled,,,,Churned,2023-04-14
C0354,Enterprise,CA,True,organic,2023-01-10,S00338,2023-02-23,,499.0,active,,,2023-02-04,Paid,
C0355,Unknown,UK,False,ads,2023-01-15,S00339,2023-03-23,,79.0,active,2023-01-19,,2023-01-16,Paid,
C0356,Enterprise,IN,True,outbound,2023-01-03,,,,,,,,,Signup,
C0357,Unknown,AU,False,outbound,2023-01-08,S00340,2023-01-08,2023-04-07,299.0,canceled,,,,Churned,2023-04-07
C0358,Unknown,US,False,organic,2023-01-12,S00341,2023-03-09,,79.0,active,2023-03-26,,2023-03-23,Paid,
C0359,Unknown,CA,False,organic,2023-01-21,S00343,2023-02-20,,79.0,active,2023-01-27,,2023-01-22,Paid,
C0360,Enterprise,IN,True,ads,2023-01-16,,,,,,,,,Signup,
C0361,SMB,CA,False,ads,2023-01-13,S00344,2023-01-13,,149.0,active,2023-01-27,2023-02-22,2023-01-22,Churned,2023-02-22
C0362,Mid-Market,UK,False,outbound,2023-01-09,S00345,2023-01-09,,99.0,active,2023-02-01,2023-03-09,2023-01-29,Churned,2023-03-09
C0363,Mid-Market,IN,False,outbound,2023-02-04,S00346,2023-02-25,,49.0,active,2023-02-10,,2023-02-05,Paid,
C0364,Mid-Market,IN,False,organic,2023-02-02,S00347,2023-04-02,,499.0,active,,,,Paid,
C0365,SMB,IN,False,referral,2023-01-23,S00348,2023-03-20,2023-05-08,299.0,canceled,,,,Churned,2023-05-08
C0366,Unknown,DE,False,organic,2023-01-14,S00349,2023-03-16,2023-05-26,79.0,canceled,,,,Churned,2023-05-26
C0367,Unknown,AU,False,outbound,2023-03-04,S00350,2023-04-03,,699.0,active,2023-03-08,,2023-03-05,Paid,
C0368,Enterprise,AU,True,ads,2023-03-14,S00351,2023-03-14,,149.0,active,2023-03-21,,2023-03-20,Paid,
C0369,SMB,DE,False,ads,2023-02-26,,,,,,,,2023-03-08,Trial,
C0370,Enterprise,CA,True,referral,2023-02-08,S00352,2023-03-19,,99.0,active,2023-02-23,,2023-02-21,Paid,
C0371,SMB,UK,False,ads,2023-01-21,S00353,2023-01-21,2023-04-14,79.0,canceled,,2023-04-08,2023-01-29,Churned,2023-04-08
C0372,SMB,UK,False,ads,2023-01-05,S00354,2023-02-15,,149.0,active,2023-02-15,,2023-02-13,Paid,
C0373,SMB,CA,False,organic,2023-01-10,S00355,2023-03-28,,99.0,active,2023-02-10,,2023-02-07,Paid,
C0374,Unknown,CA,False,ads,2023-01-22,S00356,2023-01-22,2023-04-10,299.0,canceled,,,2023-03-16,Churned,2023-04-10
C0375,Unknown,CA,False,referral,2023-01-06,S00357,2023-03-24,,79.0,active,,,,Paid,
C0376,Unknown,CA,False,referral,2023-01-09,S00358,2023-01-09,,499.0,active,,,2023-02-24,Paid,
C0377,Unknown,US,False,outbound,2023-01-08,S00359,2023-03-24,,499.0,active,,,2023-03-16,Paid,
C0378,SMB,CA,False,ads,2023-02-13,S00360,2023-03-09,,79.0,active,,,,Paid,
C0379,Mid-Market,AU,False,ads,2023-01-06,S00361,2023-01-07,,149.0,active,2023-02-18,,2023-02-14,Paid,
C0380,Mid-Market,UK,False,referral,2023-01-31,S00362,2023-01-31,,49.0,active,2023-02-14,,2023-02-11,Paid,
C0381,Unknown,DE,False,ads,2023-02-06,,,,,,,,,Signup,
C0382,SMB,AU,False,ads,2023-02-17,S00363,2023-03-25,,99.0,active,2023-02-19,2023-04-29,2023-02-18,Churned,2023-04-29
C0383,Enterprise,US,True,organic,2023-01-09,S00364,2023-03-01,,49.0,active,,,2023-01-30,Paid,
C0384,Enterprise,UK,True,ads,2023-02-15,S00365,2023-02-15,,499.0,active,,2023-06-06,2023-03-31,Churned,2023-06-06
C0385,Mid-Market,UK,False,ads,2023-02-03,S00366,2023-03-29,,699.0,active,,,2023-02-04,Paid,
C0386,Mid-Market,UK,False,outbound,2023-01-18,S00368,2023-03-05,,49.0,active,2023-01-21,,2023-01-19,Paid,
C0387,Unknown,IN,False,organic,2023-03-15,S00369,2023-03-15,,499.0,active,2023-03-29,,2023-03-24,Paid,
C0388,Enterprise,CA,True,organic,2023-01-11,S00371,2023-03-27,,79.0,active,,2023-04-09,,Churned,2023-04-09
C0389,Mid-Market,AU,False,referral,2023-01-11,S00372,2023-02-13,,99.0,active,,2023-05-03,,Churned,2023-05-03
C0390,SMB,AU,False,outbound,2023-03-25,S00373,2023-03-25,,499.0,active,,2023-04-30,,Churned,2023-04-30
C0391,Enterprise,US,True,outbound,2023-03-01,S00374,2023-03-29,,499.0,active,2023-03-04,,2023-03-02,Paid,
C0392,Mid-Market,UK,False,referral,2023-01-24,S00375,2023-03-21,,499.0,active,,2023-03-27,2023-02-10,Churned,2023-03-27
C0393,Mid-Market,IN,False,outbound,2023-02-16,S00376,2023-02-16,,79.0,active,,2023-05-08,2023-02-17,Churned,2023-05-08
C0394,SMB,UK,False,outbound,2023-01-09,S00377,2023-01-31,,49.0,active,2023-01-15,,2023-01-10,Paid,
C0395,SMB,AU,False,outbound,2023-01-13,S00378,2023-01-26,,49.0,active,,2023-05-28,,Churned,2023-05-28
C0396,Mid-Market,CA,False,outbound,2023-02-04,S00379,2023-03-28,,299.0,active,2023-02-08,2023-05-15,2023-02-05,Churned,2023-05-15
C0397,Mid-Market,AU,False,ads,2023-01-21,S00380,2023-03-12,,79.0,active,2023-02-21,,2023-02-16,Paid,
C0398,Unknown,US,False,organic,2023-01-22,S00381,2023-01-27,,299.0,active,2023-02-09,2023-03-30,2023-02-05,Churned,2023-03-30
C0399,Mid-Market,DE,False,organic,2023-01-23,S00382,2023-01-26,,79.0,active,2023-01-28,2023-02-28,2023-01-24,Churned,2023-02-28
C0400,Mid-Market,CA,False,outbound,2023-01-15,S00383,2023-02-14,,699.0,active,2023-01-19,2023-04-23,2023-01-16,Churned,2023-04-23
C0401,Mid-Market,UK,False,ads,2023-01-29,S00384,2023-01-29,2023-03-08,79.0,canceled,,,2023-02-06,Churned,2023-03-08
C0402,Unknown,DE,False,ads,2023-01-29,S00385,2023-02-07,2023-04-09,699.0,canceled,,,,Churned,2023-04-09
C0403,Unknown,IN,False,outbound,2023-01-06,S00386,2023-01-06,,149.0,active,2023-01-28,,2023-01-23,Paid,
C0404,Mid-Market,UK,False,ads,2023-01-13,S00387,2023-03-07,,149.0,active,,,,Paid,
C0405,Enterprise,CA,True,referral,2023-02-06,S00388,2023-02-06,,99.0,active,2023-04-02,,2023-03-31,Paid,
C0406,SMB,UK,False,organic,2023-01-19,S00389,2023-02-01,2023-03-12,49.0,canceled,2023-01-21,2023-03-23,2023-01-20,Churned,2023-03-23
C0407,Enterprise,DE,True,ads,2023-01-10,S00390,2023-01-10,2023-02-11,499.0,canceled,,,,Churned,2023-02-11
C0408,Unknown,US,False,organic,2023-01-19,S00391,2023-03-24,,49.0,active,,,,Paid,
C0409,Unknown,UK,False,ads,2023-01-03,S00393,2023-01-28,2023-03-17,299.0,canceled,,,,Churned,2023-03-17
C0410,SMB,DE,False,outbound,2023-01-19,S00394,2023-04-05,,699.0,active,,,2023-01-20,Paid,
C0411,Unknown,US,False,organic,2023-01-31,,,,,,2023-02-18,,2023-02-15,Activated,
C0412,Enterprise,US,True,referral,2023-01-04,S00395,2023-02-21,,49.0,active,,,,Paid,
C0413,Enterprise,IN,True,organic,2023-01-15,S00396,2023-02-23,,699.0,active,,2023-04-07,2023-01-16,Churned,2023-04-07
C0414,Unknown,AU,False,outbound,2023-02-06,S00397,2023-02-12,,49.0,active,2023-04-01,,2023-03-27,Paid,
C0415,Unknown,DE,False,organic,2023-02-16,S00398,2023-03-14,,79.0,active,,,2023-02-17,Paid,
C0416,SMB,UK,False,ads,2023-01-11,S00399,2023-01-19,,499.0,active,,,2023-02-06,Paid,
C0417,Unknown,US,False,outbound,2023-01-20,S00400,2023-04-04,,699.0,active,2023-02-09,,2023-02-04,Paid,
C0418,Enterprise,US,True,referral,2023-01-31,S00401,2023-03-24,,99.0,active,,,2023-02-10,Paid,
C0419,Unknown,AU,False,ads,2023-02-25,,,,,,,,2023-02-26,Trial,
C0420,SMB,US,False,ads,2023-01-02,S00402,2023-01-22,,149.0,active,2023-01-05,,2023-01-03,Paid,
C0421,SMB,AU,False,referral,2023-03-05,S00403,2023-03-10,,299.0,active,2023-03-23,,2023-03-22,Paid,
C0422,Mid-Market,UK,False,ads,2023-01-30,S00404,2023-01-30,2023-03-02,149.0,canceled,2023-03-02,,2023-03-01,Churned,2023-03-02
C0423,Enterprise,IN,True,ads,2023-01-21,S00405,2023-01-21,,79.0,active,,2023-04-13,,Churned,2023-04-13
C0424,SMB,CA,False,referral,2023-01-24,,,,,,,,2023-02-07,Trial,
C0425,SMB,DE,False,ads,2023-01-09,S00406,2023-02-17,,699.0,active,,,,Paid,
C0426,Unknown,UK,False,ads,2023-01-06,S00407,2023-01-31,,99.0,active,2023-02-12,,2023-02-08,Paid,
C0427,Enterprise,US,True,ads,2023-01-03,S00408,2023-03-11,,699.0,active,2023-02-08,,2023-02-04,Paid,
C0428,SMB,CA,False,referral,2023-02-18,S00410,2023-02-18,,299.0,active,,,,Paid,
C0429,Mid-Market,US,False,organic,2023-01-28,S00411,2023-01-28,2023-04-21,99.0,canceled,2023-03-17,,2023-03-13,Churned,2023-04-21
C0430,Mid-Market,AU,False,organic,2023-02-13,,,,,,,,2023-02-26,Trial,
C0431,Unknown,AU,False,referral,2023-03-01,S00412,2023-03-07,,499.0,active,,,2023-03-02,Paid,
C0432,SMB,AU,False,ads,2023-01-18,S00413,2023-03-05,,299.0,active,,,2023-02-24,Paid,
C0433,SMB,UK,False,referral,2023-01-17,S00414,2023-02-27,,49.0,active,,,,Paid,
C0434,SMB,UK,False,ads,2023-01-26,S00415,2023-04-02,,299.0,active,2023-02-26,,2023-02-21,Paid,
C0435,Unknown,CA,False,ads,2023-01-11,S00417,2023-02-17,,699.0,active,,,,Paid,
C0436,Mid-Market,UK,False,referral,2023-01-05,,,,,,2023-03-22,,2023-03-19,Activated,
C0437,Enterprise,UK,True,ads,2023-01-07,S00418,2023-01-09,,149.0,active,,2023-05-11,,Churned,2023-05-11
C0438,Unknown,DE,False,outbound,2023-02-17,S00419,2023-03-20,,79.0,active,2023-03-16,,2023-03-14,Paid,
C0439,Enterprise,IN,True,referral,2023-01-01,S00420,2023-02-14,,99.0,active,2023-01-03,2023-04-18,2023-01-02,Churned,2023-04-18
C0440,Enterprise,CA,True,ads,2023-01-17,S00421,2023-01-17,,79.0,active,2023-03-14,,2023-03-09,Paid,
C0441,Unknown,US,False,ads,2023-01-11,S00422,2023-02-13,2023-04-03,79.0,canceled,2023-01-19,,2023-01-17,Churned,2023-04-03
C0442,Enterprise,UK,True,referral,2023-01-10,S00423,2023-01-10,,49.0,active,,,,Paid,
C0443,Enterprise,UK,True,organic,2023-01-19,S00424,2023-03-08,,79.0,active,,,2023-01-20,Paid,
C0444,Mid-Market,AU,False,outbound,2023-02-24,,,,,,2023-03-11,,2023-03-08,Activated,
C0445,SMB,AU,False,ads,2023-02-27,S00425,2023-03-14,,99.0,active,2023-03-19,,2023-03-18,Paid,
C0446,Unknown,UK,False,organic,2023-01-19,S00426,2023-03-13,,79.0,active,2023-01-21,,2023-01-20,Paid,
C0447,SMB,AU,False,ads,2023-01-08,S00427,2023-02-24,,299.0,active,2023-03-28,,2023-03-25,Paid,
C0448,Mid-Market,US,False,organic,2023-01-11,S00428,2023-01-11,,299.0,active,,,,Paid,
C0449,Unknown,US,False,outbound,2023-01-11,S00429,2023-01-11,2023-03-31,499.0,canceled,2023-02-17,,2023-02-15,Churned,2023-03-31
